order_id,session_id,user_id,group,city_tier,phase,order_ts,items_count,basket_value_inr,free_delivery_unlocked,delivery_fee_charged_inr,delivery_cost_inr,gross_margin_inr
O0033421,S0138190,U142293,control,tier_3,post,2026-02-21 11:42:08,2,161.47,0,35.0,59.26,38.41
O0033422,S0034988,U038545,control,metro,post,2026-02-21 11:42:13,3,333.55,0,35.0,33.3,69.49
O0033423,S0130372,U155302,control,tier_3,post,2026-02-21 11:43:28,8,612.63,1,0.0,44.23,139.31
O0033424,S0118519,U037057,control,tier_2,post,2026-02-21 11:43:40,6,536.79,1,0.0,31.9,119.75
O0033425,S0057361,U033390,treatment,tier_3,post,2026-02-21 11:44:00,8,596.85,1,0.0,57.42,113.86
O0033426,S0155013,U025884,control,tier_2,post,2026-02-21 11:44:46,3,162.38,0,35.0,42.49,31.94
O0033427,S0145775,U058713,control,tier_2,post,2026-02-21 11:44:57,4,304.99,0,35.0,52.51,52.83
O0033428,S0122607,U138576,control,tier_2,post,2026-02-21 11:45:32,4,525.8,1,0.0,42.27,93.88
O0033429,S0060285,U075213,control,metro,post,2026-02-21 11:48:08,6,678.51,1,0.0,44.4,144.69
O0033430,S0075275,U023229,control,tier_3,post,2026-02-21 11:48:10,7,679.33,1,0.0,78.9,147.45
O0033431,S0124464,U148412,control,tier_3,post,2026-02-21 11:48:11,2,174.82,0,35.0,53.73,25.54
O0033432,S0140916,U111036,control,tier_2,post,2026-02-21 11:49:43,3,146.88,0,35.0,50.51,26.73
O0033433,S0149042,U142221,control,tier_2,post,2026-02-21 11:50:05,3,179.68,0,35.0,53.33,34.34
O0033434,S0011541,U066676,treatment,tier_3,post,2026-02-21 11:50:44,5,447.55,0,35.0,46.52,93.53
O0033435,S0111238,U147607,control,tier_3,post,2026-02-21 11:50:51,5,410.78,0,35.0,41.27,73.33
O0033436,S0074274,U065740,control,tier_3,post,2026-02-21 11:51:44,5,384.39,0,35.0,50.29,66.3
O0033437,S0153599,U062766,control,tier_2,post,2026-02-21 11:53:06,4,342.66,0,35.0,49.13,50.13
O0033438,S0121945,U119179,treatment,metro,post,2026-02-21 11:53:35,4,567.94,1,0.0,36.37,105.24
O0033439,S0153472,U086515,control,metro,post,2026-02-21 11:55:41,3,276.82,0,35.0,47.32,55.91
O0033440,S0106560,U069295,control,metro,post,2026-02-21 11:55:56,6,432.95,0,35.0,43.97,74.42
O0033441,S0126807,U028163,control,metro,post,2026-02-21 11:57:06,6,1377.85,1,0.0,47.84,235.7
O0033442,S0140334,U069188,treatment,tier_3,post,2026-02-21 11:57:24,7,504.66,1,0.0,65.96,94.26
O0033443,S0063214,U019555,treatment,tier_3,post,2026-02-21 11:57:57,4,426.04,0,35.0,57.7,74.79
O0033444,S0127916,U123861,control,tier_3,post,2026-02-21 11:57:58,2,238.2,0,35.0,68.34,40.56
O0033445,S0125587,U109522,control,tier_3,post,2026-02-21 11:58:34,3,196.78,0,35.0,51.68,41.46
O0033446,S0157150,U068003,treatment,tier_2,post,2026-02-21 11:59:20,6,546.07,1,0.0,44.99,80.83
O0033447,S0112033,U064989,control,metro,post,2026-02-21 11:59:28,6,588.87,1,0.0,36.63,99.69
O0033448,S0093160,U013894,treatment,tier_2,post,2026-02-21 11:59:36,4,374.61,0,35.0,45.75,64.21
O0033449,S0124555,U020663,control,metro,post,2026-02-21 11:59:58,5,819.78,1,0.0,35.95,162.26
O0033450,S0047205,U040672,treatment,tier_3,post,2026-02-21 12:01:51,3,285.74,0,35.0,60.88,59.52
O0033451,S0028699,U074164,control,metro,post,2026-02-21 12:01:57,5,783.69,1,0.0,21.74,114.2
O0033452,S0072246,U013816,control,metro,post,2026-02-21 12:02:05,2,270.06,0,35.0,37.15,42.8
O0033453,S0040691,U098404,control,metro,post,2026-02-21 12:02:06,3,209.23,0,35.0,31.1,41.29
O0033454,S0108413,U113322,treatment,metro,post,2026-02-21 12:02:58,3,654.85,1,0.0,41.61,116.14
O0033455,S0040277,U014397,control,tier_3,post,2026-02-21 12:04:45,6,583.96,1,0.0,62.85,93.13
O0033456,S0055561,U000788,control,tier_2,post,2026-02-21 12:05:22,4,582.38,1,0.0,49.6,125.2
O0033457,S0143242,U142253,control,tier_2,post,2026-02-21 12:05:40,2,105.1,0,35.0,50.15,15.37
O0033458,S0132409,U027143,treatment,tier_2,post,2026-02-21 12:05:51,5,605.49,1,0.0,37.02,100.57
O0033459,S0082056,U063093,treatment,metro,post,2026-02-21 12:06:20,8,952.46,1,0.0,32.33,161.65
O0033460,S0116115,U032617,treatment,tier_2,post,2026-02-21 12:06:33,6,302.33,0,35.0,36.9,51.63
O0033461,S0094265,U011319,treatment,tier_2,post,2026-02-21 12:07:15,4,314.78,0,35.0,45.15,57.76
O0033462,S0079903,U103489,treatment,tier_3,post,2026-02-21 12:07:19,5,435.05,0,35.0,59.76,75.14
O0033463,S0156399,U044995,control,metro,post,2026-02-21 12:08:11,4,455.29,0,35.0,43.67,73.67
O0033464,S0003069,U085780,control,tier_2,post,2026-02-21 12:09:32,1,83.57,0,35.0,53.42,15.39
O0033465,S0052515,U054440,control,tier_3,post,2026-02-21 12:09:37,4,511.84,1,0.0,50.33,86.76
O0033466,S0017601,U003379,treatment,tier_2,post,2026-02-21 12:11:17,4,576.82,1,0.0,50.58,106.4
O0033467,S0011089,U111723,treatment,tier_3,post,2026-02-21 12:11:37,10,968.92,1,0.0,51.9,148.97
O0033468,S0044767,U095216,control,metro,post,2026-02-21 12:12:46,5,583.96,1,0.0,31.91,105.93
O0033469,S0082048,U101920,control,metro,post,2026-02-21 12:13:16,2,299.01,0,35.0,34.44,61.19
O0033470,S0067275,U033207,treatment,tier_2,post,2026-02-21 12:13:18,4,329.29,0,35.0,41.54,55.04
O0033471,S0034829,U106278,control,metro,post,2026-02-21 12:13:55,5,333.18,0,35.0,42.76,61.26
O0033472,S0121657,U056226,treatment,tier_2,post,2026-02-21 12:14:15,3,171.37,0,35.0,51.06,24.43
O0033473,S0006913,U152880,treatment,tier_2,post,2026-02-21 12:14:27,6,657.9,1,0.0,49.08,146.51
O0033474,S0148233,U014343,treatment,metro,post,2026-02-21 12:16:00,5,494.09,0,35.0,37.14,96.43
O0033475,S0028662,U088460,control,tier_2,post,2026-02-21 12:16:13,7,711.13,1,0.0,46.35,128.91
O0033476,S0048283,U099585,treatment,metro,post,2026-02-21 12:17:34,7,858.01,1,0.0,36.68,148.54
O0033477,S0027401,U032245,control,tier_2,post,2026-02-21 12:17:39,2,145.55,0,35.0,57.77,29.84
O0033478,S0130771,U091234,control,tier_3,post,2026-02-21 12:17:59,3,240.07,0,35.0,67.37,40.99
O0033479,S0038918,U157408,control,tier_2,post,2026-02-21 12:18:15,6,343.76,0,35.0,40.08,65.83
O0033480,S0126706,U094828,control,tier_2,post,2026-02-21 12:19:16,2,190.9,0,35.0,50.69,37.03
O0033481,S0061885,U122261,control,tier_2,post,2026-02-21 12:19:24,3,182.11,0,35.0,41.49,28.73
O0033482,S0134693,U132668,control,tier_2,post,2026-02-21 12:20:11,2,110.73,0,35.0,42.73,19.5
O0033483,S0031704,U103552,treatment,metro,post,2026-02-21 12:21:10,4,570.05,1,0.0,41.2,105.38
O0033484,S0086455,U151474,treatment,metro,post,2026-02-21 12:21:10,6,643.67,1,0.0,31.65,113.29
O0033485,S0006865,U078254,treatment,tier_2,post,2026-02-21 12:21:41,4,724.75,1,0.0,45.62,120.16
O0033486,S0068815,U013908,treatment,metro,post,2026-02-21 12:22:56,2,241.75,0,35.0,39.34,46.76
O0033487,S0076397,U056273,control,tier_3,post,2026-02-21 12:23:45,5,345.66,0,35.0,60.74,61.99
O0033488,S0148363,U084734,control,tier_3,post,2026-02-21 12:24:41,3,381.01,0,35.0,51.61,70.22
O0033489,S0092935,U053893,treatment,tier_3,post,2026-02-21 12:25:02,6,604.34,1,0.0,66.5,110.78
O0033490,S0065545,U147266,treatment,metro,post,2026-02-21 12:25:21,6,835.8,1,0.0,48.98,171.64
O0033491,S0026970,U059054,treatment,tier_2,post,2026-02-21 12:25:29,7,757.55,1,0.0,40.83,128.54
O0033492,S0157366,U002446,control,metro,post,2026-02-21 12:25:53,3,293.36,0,35.0,34.39,56.69
O0033493,S0142527,U134803,treatment,metro,post,2026-02-21 12:26:09,4,350.81,0,35.0,41.65,66.5
O0033494,S0032615,U159656,treatment,metro,post,2026-02-21 12:27:33,7,1593.0,1,0.0,33.33,264.99
O0033495,S0031240,U146606,treatment,tier_2,post,2026-02-21 12:27:48,6,616.57,1,0.0,54.87,110.08
O0033496,S0049102,U002178,treatment,metro,post,2026-02-21 12:28:20,4,633.78,1,0.0,46.1,124.57
O0033497,S0031281,U084866,control,tier_3,post,2026-02-21 12:30:20,5,274.61,0,35.0,40.42,60.07
O0033498,S0132757,U022901,treatment,tier_3,post,2026-02-21 12:31:14,4,143.64,0,35.0,69.45,25.02
O0033499,S0120930,U139670,control,metro,post,2026-02-21 12:31:54,8,578.4,1,0.0,37.64,104.81
O0033500,S0034752,U055142,treatment,tier_3,post,2026-02-21 12:32:41,4,259.27,0,35.0,49.7,38.4
O0033501,S0067517,U142917,treatment,metro,post,2026-02-21 12:32:45,7,764.44,1,0.0,45.84,137.84
O0033502,S0018314,U113788,treatment,metro,post,2026-02-21 12:32:49,5,715.9,1,0.0,25.4,113.32
O0033503,S0065833,U019668,treatment,tier_2,post,2026-02-21 12:33:59,2,236.53,0,35.0,46.48,48.74
O0033504,S0035458,U101000,treatment,metro,post,2026-02-21 12:34:39,4,602.47,1,0.0,48.47,127.24
O0033505,S0141070,U003883,treatment,tier_2,post,2026-02-21 12:35:14,6,837.66,1,0.0,43.31,170.05
O0033506,S0061476,U093474,control,tier_3,post,2026-02-21 12:35:47,4,315.61,0,35.0,69.29,44.44
O0033507,S0041077,U136064,control,metro,post,2026-02-21 12:36:11,3,134.98,0,35.0,33.65,26.88
O0033508,S0074504,U089882,treatment,tier_2,post,2026-02-21 12:38:14,5,523.7,1,0.0,42.23,100.86
O0033509,S0078225,U127725,treatment,tier_2,post,2026-02-21 12:39:03,4,824.07,1,0.0,54.49,125.1
O0033510,S0156511,U124503,control,metro,post,2026-02-21 12:39:05,6,756.49,1,0.0,42.98,87.78
O0033511,S0147499,U052873,control,tier_3,post,2026-02-21 12:39:11,2,124.61,0,35.0,47.91,25.09
O0033512,S0087902,U033922,treatment,tier_3,post,2026-02-21 12:40:34,2,206.3,0,35.0,63.9,43.03
O0033513,S0080655,U063987,control,metro,post,2026-02-21 12:41:18,5,464.04,0,35.0,33.26,70.58
O0033514,S0146566,U086895,control,metro,post,2026-02-21 12:41:25,5,342.7,0,35.0,56.23,56.17
O0033515,S0121033,U069083,treatment,tier_3,post,2026-02-21 12:42:07,4,210.56,0,35.0,44.35,37.35
O0033516,S0059324,U106206,control,metro,post,2026-02-21 12:42:39,6,847.14,1,0.0,46.48,188.3
O0033517,S0133212,U092491,treatment,metro,post,2026-02-21 12:42:56,4,290.07,0,35.0,43.73,51.14
O0033518,S0069595,U004870,treatment,tier_2,post,2026-02-21 12:43:08,3,297.23,0,35.0,39.56,52.41
O0033519,S0053497,U156456,control,metro,post,2026-02-21 12:43:18,5,219.81,0,35.0,26.56,48.53
O0033520,S0108858,U083208,control,tier_2,post,2026-02-21 12:43:24,5,343.08,0,35.0,46.12,57.51
O0033521,S0150882,U083511,control,metro,post,2026-02-21 12:43:44,7,449.82,0,35.0,42.91,103.94
O0033522,S0064969,U074060,control,tier_3,post,2026-02-21 12:44:42,3,194.88,0,35.0,57.41,37.52
O0033523,S0036033,U137399,treatment,metro,post,2026-02-21 12:45:05,5,470.99,0,35.0,41.34,89.97
O0033524,S0047081,U021272,control,tier_3,post,2026-02-21 12:45:24,3,278.7,0,35.0,56.41,47.39
O0033525,S0122889,U121985,control,tier_3,post,2026-02-21 12:45:42,3,253.48,0,35.0,62.22,41.26
O0033526,S0120389,U131320,treatment,tier_2,post,2026-02-21 12:45:59,2,160.28,0,35.0,41.65,29.45
O0033527,S0147375,U023294,treatment,tier_3,post,2026-02-21 12:46:18,1,77.17,0,35.0,64.81,13.7
O0033528,S0069928,U075859,treatment,tier_2,post,2026-02-21 12:46:41,5,290.6,0,35.0,60.27,43.92
O0033529,S0106721,U058235,control,metro,post,2026-02-21 12:47:44,1,43.54,0,35.0,30.1,8.11
O0033530,S0039009,U027570,treatment,tier_2,post,2026-02-21 12:48:32,7,1114.84,1,0.0,43.99,205.8
O0033531,S0142396,U005103,treatment,metro,post,2026-02-21 12:49:44,4,552.63,1,0.0,38.11,106.96
O0033532,S0002953,U022328,control,metro,post,2026-02-21 12:49:44,4,464.38,0,35.0,35.13,76.75
O0033533,S0105447,U034219,control,tier_2,post,2026-02-21 12:50:17,9,774.34,1,0.0,37.21,145.4
O0033534,S0136236,U093388,control,tier_3,post,2026-02-21 12:50:31,6,565.05,1,0.0,41.83,91.59
O0033535,S0050427,U091501,control,metro,post,2026-02-21 12:51:00,6,471.93,0,35.0,33.84,78.07
O0033536,S0067148,U139823,control,tier_2,post,2026-02-21 12:52:16,4,304.65,0,35.0,34.0,53.08
O0033537,S0024799,U043739,treatment,metro,post,2026-02-21 12:52:36,6,1061.5,1,0.0,33.29,168.72
O0033538,S0146182,U015045,treatment,tier_2,post,2026-02-21 12:54:26,6,603.89,1,0.0,50.21,109.79
O0033539,S0116642,U042474,treatment,metro,post,2026-02-21 12:54:37,7,1467.86,1,0.0,39.85,254.96
O0033540,S0148532,U083297,treatment,metro,post,2026-02-21 12:55:36,2,200.6,0,35.0,41.93,37.74
O0033541,S0042761,U132197,treatment,tier_3,post,2026-02-21 12:55:55,4,406.55,0,35.0,67.27,91.7
O0033542,S0091543,U150267,control,tier_2,post,2026-02-21 12:56:47,2,153.74,0,35.0,60.17,30.16
O0033543,S0059056,U068260,treatment,tier_2,post,2026-02-21 12:57:59,6,542.09,1,0.0,29.27,97.19
O0033544,S0145402,U069243,treatment,tier_3,post,2026-02-21 12:58:36,6,562.34,1,0.0,53.72,101.07
O0033545,S0130388,U041491,treatment,metro,post,2026-02-21 12:58:42,4,558.52,1,0.0,33.23,97.72
O0033546,S0129267,U090213,control,metro,post,2026-02-21 12:58:53,4,615.3,1,0.0,40.18,99.41
O0033547,S0045489,U111432,treatment,tier_2,post,2026-02-21 12:59:07,6,261.82,0,35.0,49.95,48.8
O0033548,S0079545,U118741,control,metro,post,2026-02-21 12:59:13,3,380.85,0,35.0,46.62,64.08
O0033549,S0060576,U159657,treatment,tier_2,post,2026-02-21 12:59:22,4,265.46,0,35.0,42.66,41.98
O0033550,S0007939,U159902,control,metro,post,2026-02-21 12:59:43,3,133.55,0,35.0,41.33,25.5
O0033551,S0118468,U074588,control,tier_2,post,2026-02-21 12:59:52,3,459.16,0,35.0,47.31,73.68
O0033552,S0006713,U058111,treatment,metro,post,2026-02-21 13:01:14,5,720.04,1,0.0,41.15,152.77
O0033553,S0155816,U037823,control,tier_2,post,2026-02-21 13:01:19,6,634.27,1,0.0,45.14,141.72
O0033554,S0039168,U011496,control,tier_2,post,2026-02-21 13:01:48,1,101.67,0,35.0,42.16,19.03
O0033555,S0140817,U076581,control,tier_3,post,2026-02-21 13:02:12,7,555.48,1,0.0,84.99,97.89
O0033556,S0078403,U005635,control,tier_2,post,2026-02-21 13:02:24,4,325.27,0,35.0,41.72,61.19
O0033557,S0112892,U132718,control,tier_2,post,2026-02-21 13:02:29,6,666.75,1,0.0,39.89,104.87
O0033558,S0064819,U121770,treatment,tier_3,post,2026-02-21 13:02:41,5,236.88,0,35.0,58.83,35.39
O0033559,S0060889,U014725,control,metro,post,2026-02-21 13:03:04,6,573.21,1,0.0,40.28,100.42
O0033560,S0026721,U094678,control,tier_3,post,2026-02-21 13:03:09,8,1014.36,1,0.0,61.07,143.2
O0033561,S0078841,U003520,control,tier_2,post,2026-02-21 13:03:55,5,834.86,1,0.0,45.61,125.15
O0033562,S0104594,U025253,treatment,metro,post,2026-02-21 13:04:00,8,3052.51,1,0.0,34.42,559.29
O0033563,S0103350,U047727,treatment,tier_2,post,2026-02-21 13:04:07,2,118.75,0,35.0,50.54,19.52
O0033564,S0062950,U153381,treatment,metro,post,2026-02-21 13:04:19,3,237.18,0,35.0,27.09,41.53
O0033565,S0023781,U028428,treatment,tier_2,post,2026-02-21 13:04:23,6,678.83,1,0.0,55.27,134.05
O0033566,S0064319,U079867,control,tier_3,post,2026-02-21 13:04:34,4,210.05,0,35.0,57.57,41.71
O0033567,S0097834,U151203,control,metro,post,2026-02-21 13:04:39,5,537.11,1,0.0,40.57,93.04
O0033568,S0154731,U036745,control,metro,post,2026-02-21 13:04:42,4,392.94,0,35.0,39.01,54.78
O0033569,S0079841,U034577,treatment,tier_2,post,2026-02-21 13:04:55,5,589.25,1,0.0,36.62,113.31
O0033570,S0098662,U105669,treatment,metro,post,2026-02-21 13:05:47,6,750.89,1,0.0,38.56,132.22
O0033571,S0032793,U147646,control,metro,post,2026-02-21 13:06:28,6,853.58,1,0.0,35.12,152.48
O0033572,S0055091,U023104,control,tier_2,post,2026-02-21 13:06:52,4,266.59,0,35.0,48.08,44.25
O0033573,S0123904,U049050,control,metro,post,2026-02-21 13:07:06,5,617.7,1,0.0,41.23,117.82
O0033574,S0009673,U153349,treatment,tier_3,post,2026-02-21 13:07:07,2,116.92,0,35.0,65.99,25.85
O0033575,S0159641,U013038,treatment,tier_3,post,2026-02-21 13:07:16,2,241.21,0,35.0,55.79,45.75
O0033576,S0063185,U105812,treatment,metro,post,2026-02-21 13:07:20,4,287.59,0,35.0,38.58,47.84
O0033577,S0017411,U120860,control,tier_2,post,2026-02-21 13:07:33,5,468.49,0,35.0,46.44,69.37
O0033578,S0005645,U071272,control,tier_2,post,2026-02-21 13:07:43,4,264.63,0,35.0,37.73,41.87
O0033579,S0039059,U027641,control,metro,post,2026-02-21 13:08:38,3,405.33,0,35.0,41.59,71.13
O0033580,S0099670,U023984,treatment,tier_3,post,2026-02-21 13:10:39,3,230.84,0,35.0,67.06,37.17
O0033581,S0092488,U110404,treatment,tier_3,post,2026-02-21 13:10:48,6,541.47,1,0.0,62.82,119.1
O0033582,S0083802,U039625,treatment,metro,post,2026-02-21 13:10:55,7,1157.52,1,0.0,41.21,203.13
O0033583,S0096582,U034533,treatment,metro,post,2026-02-21 13:11:01,7,761.32,1,0.0,39.79,128.01
O0033584,S0072841,U129617,control,tier_2,post,2026-02-21 13:11:06,2,262.34,0,35.0,34.91,53.7
O0033585,S0000113,U144043,treatment,metro,post,2026-02-21 13:11:16,5,652.07,1,0.0,38.08,131.82
O0033586,S0142191,U084727,control,metro,post,2026-02-21 13:12:41,5,603.72,1,0.0,35.62,113.05
O0033587,S0084462,U130435,control,tier_3,post,2026-02-21 13:13:09,6,454.03,0,35.0,65.5,92.85
O0033588,S0013036,U047734,treatment,tier_2,post,2026-02-21 13:13:21,4,564.56,1,0.0,52.14,83.35
O0033589,S0139115,U125598,control,metro,post,2026-02-21 13:14:18,5,622.07,1,0.0,37.53,121.55
O0033590,S0142285,U069549,control,tier_3,post,2026-02-21 13:15:12,3,192.95,0,35.0,71.57,34.41
O0033591,S0153105,U126396,control,tier_3,post,2026-02-21 13:16:18,11,1124.08,1,0.0,64.21,201.18
O0033592,S0049302,U112368,control,metro,post,2026-02-21 13:17:17,2,360.91,0,35.0,40.77,65.5
O0033593,S0040451,U124938,treatment,metro,post,2026-02-21 13:17:42,4,627.66,1,0.0,39.93,116.05
O0033594,S0109633,U085998,control,tier_3,post,2026-02-21 13:17:56,2,177.31,0,35.0,52.23,33.27
O0033595,S0054843,U139919,control,tier_2,post,2026-02-21 13:18:14,7,290.56,0,35.0,37.52,49.91
O0033596,S0087884,U129549,treatment,metro,post,2026-02-21 13:18:30,6,1015.54,1,0.0,39.79,148.5
O0033597,S0139634,U109876,control,tier_3,post,2026-02-21 13:18:52,2,105.35,0,35.0,74.62,21.1
O0033598,S0157635,U077993,treatment,tier_2,post,2026-02-21 13:20:07,3,324.07,0,35.0,46.49,59.3
O0033599,S0015420,U081506,control,metro,post,2026-02-21 13:20:16,4,605.53,1,0.0,42.88,111.62
O0033600,S0118228,U141103,control,metro,post,2026-02-21 13:20:28,4,587.33,1,0.0,46.9,104.98
O0033601,S0117542,U136390,control,metro,post,2026-02-21 13:21:06,4,318.97,0,35.0,42.75,57.83
O0033602,S0116410,U042257,treatment,metro,post,2026-02-21 13:21:07,2,243.57,0,35.0,32.88,45.56
O0033603,S0056909,U053720,treatment,metro,post,2026-02-21 13:21:15,2,292.4,0,35.0,25.75,50.92
O0033604,S0095296,U001433,treatment,tier_2,post,2026-02-21 13:22:08,5,314.95,0,35.0,42.73,50.73
O0033605,S0015672,U133672,control,metro,post,2026-02-21 13:22:23,3,178.84,0,35.0,28.88,35.39
O0033606,S0150135,U070524,treatment,tier_2,post,2026-02-21 13:23:18,5,311.34,0,35.0,48.53,54.8
O0033607,S0115618,U103157,treatment,metro,post,2026-02-21 13:23:39,5,651.36,1,0.0,43.9,117.9
O0033608,S0069311,U080435,control,tier_3,post,2026-02-21 13:24:41,3,450.35,0,35.0,54.11,88.83
O0033609,S0154270,U047361,treatment,tier_2,post,2026-02-21 13:25:22,2,255.71,0,35.0,57.73,42.95
O0033610,S0013327,U021776,control,tier_3,post,2026-02-21 13:26:05,4,317.7,0,35.0,52.54,50.04
O0033611,S0064326,U030742,control,tier_2,post,2026-02-21 13:26:21,1,51.64,0,35.0,54.42,7.69
O0033612,S0139810,U091676,control,tier_2,post,2026-02-21 13:27:00,5,254.88,0,35.0,54.84,54.72
O0033613,S0105922,U009704,treatment,tier_2,post,2026-02-21 13:27:18,8,959.29,1,0.0,41.99,154.64
O0033614,S0030471,U152230,treatment,metro,post,2026-02-21 13:28:02,1,218.91,0,35.0,39.42,32.84
O0033615,S0037096,U062867,treatment,metro,post,2026-02-21 13:28:34,4,630.01,1,0.0,32.83,139.7
O0033616,S0110737,U045128,treatment,tier_2,post,2026-02-21 13:28:41,3,308.58,0,35.0,57.62,49.81
O0033617,S0059809,U143968,control,metro,post,2026-02-21 13:28:52,5,678.09,1,0.0,34.69,102.39
O0033618,S0007971,U116033,treatment,tier_2,post,2026-02-21 13:28:55,4,276.17,0,35.0,46.08,54.5
O0033619,S0053435,U091106,treatment,tier_3,post,2026-02-21 13:29:05,5,412.3,0,35.0,69.29,86.44
O0033620,S0019709,U048842,treatment,metro,post,2026-02-21 13:29:48,5,588.24,1,0.0,42.22,70.93
O0033621,S0037273,U024520,control,metro,post,2026-02-21 13:29:51,4,292.63,0,35.0,31.12,56.14
O0033622,S0060006,U027167,control,tier_2,post,2026-02-21 13:30:37,4,320.66,0,35.0,42.43,60.9
O0033623,S0149105,U075371,treatment,tier_2,post,2026-02-21 13:30:46,4,296.63,0,35.0,47.63,51.07
O0033624,S0031477,U062107,control,metro,post,2026-02-21 13:31:27,5,518.77,1,0.0,43.15,72.69
O0033625,S0097235,U113796,control,metro,post,2026-02-21 13:31:59,6,592.44,1,0.0,33.08,81.36
O0033626,S0144345,U059094,treatment,tier_3,post,2026-02-21 13:32:33,5,562.54,1,0.0,47.34,95.97
O0033627,S0032967,U029561,treatment,tier_2,post,2026-02-21 13:32:38,1,113.91,0,35.0,35.89,18.02
O0033628,S0107412,U093025,control,metro,post,2026-02-21 13:33:31,4,501.49,1,0.0,44.84,95.11
O0033629,S0159094,U020667,treatment,metro,post,2026-02-21 13:33:48,1,76.35,0,35.0,44.38,15.55
O0033630,S0064863,U022933,treatment,tier_2,post,2026-02-21 13:34:53,7,1142.9,1,0.0,44.83,213.57
O0033631,S0000939,U102127,control,tier_3,post,2026-02-21 13:34:56,1,113.35,0,35.0,64.7,21.74
O0033632,S0116231,U037481,control,metro,post,2026-02-21 13:35:02,6,867.76,1,0.0,34.51,165.66
O0033633,S0101858,U067774,control,tier_3,post,2026-02-21 13:37:24,3,213.12,0,35.0,49.57,40.46
O0033634,S0087350,U143473,treatment,metro,post,2026-02-21 13:38:27,6,301.48,0,35.0,42.31,47.46
O0033635,S0117535,U010592,treatment,metro,post,2026-02-21 13:38:35,4,323.1,0,35.0,36.48,55.81
O0033636,S0135869,U066043,treatment,tier_2,post,2026-02-21 13:38:35,5,537.17,1,0.0,50.94,83.52
O0033637,S0046946,U052594,treatment,tier_2,post,2026-02-21 13:38:37,3,310.61,0,35.0,40.24,59.56
O0033638,S0050043,U065603,treatment,metro,post,2026-02-21 13:40:10,6,588.25,1,0.0,43.75,110.83
O0033639,S0146158,U137093,control,metro,post,2026-02-21 13:40:23,2,293.01,0,35.0,39.0,57.42
O0033640,S0099149,U015821,treatment,tier_2,post,2026-02-21 13:40:25,5,325.06,0,35.0,39.31,58.39
O0033641,S0023543,U115714,control,tier_3,post,2026-02-21 13:40:27,3,394.2,0,35.0,58.49,62.14
O0033642,S0033062,U020178,control,tier_3,post,2026-02-21 13:40:32,6,349.25,0,35.0,82.68,67.35
O0033643,S0159936,U155391,control,tier_2,post,2026-02-21 13:42:06,4,490.63,0,35.0,30.88,85.0
O0033644,S0047740,U133104,control,tier_2,post,2026-02-21 13:42:08,6,675.04,1,0.0,49.34,134.75
O0033645,S0000655,U019462,control,tier_3,post,2026-02-21 13:43:51,1,60.75,0,35.0,61.04,10.09
O0033646,S0102439,U156277,treatment,tier_2,post,2026-02-21 13:45:31,7,605.56,1,0.0,33.67,108.89
O0033647,S0091729,U002080,treatment,tier_2,post,2026-02-21 13:45:46,4,332.18,0,35.0,42.38,61.9
O0033648,S0007463,U083045,control,metro,post,2026-02-21 13:45:56,6,803.57,1,0.0,46.42,165.43
O0033649,S0032669,U045778,treatment,metro,post,2026-02-21 13:46:12,4,983.6,1,0.0,29.6,181.38
O0033650,S0151300,U014531,treatment,tier_3,post,2026-02-21 13:46:53,3,240.67,0,35.0,59.55,49.69
O0033651,S0075494,U073539,treatment,tier_2,post,2026-02-21 13:47:08,7,894.54,1,0.0,51.08,177.38
O0033652,S0154782,U064771,control,tier_3,post,2026-02-21 13:47:11,4,323.31,0,35.0,47.4,68.25
O0033653,S0028782,U143253,treatment,metro,post,2026-02-21 13:47:24,3,173.67,0,35.0,41.25,34.19
O0033654,S0016152,U002482,control,metro,post,2026-02-21 13:47:51,5,509.66,1,0.0,35.39,87.65
O0033655,S0153732,U139316,control,tier_2,post,2026-02-21 13:49:10,6,477.31,0,35.0,43.57,88.65
O0033656,S0097910,U071456,control,metro,post,2026-02-21 13:49:52,6,845.32,1,0.0,38.89,160.76
O0033657,S0084775,U121232,control,tier_2,post,2026-02-21 13:50:28,6,638.76,1,0.0,45.22,97.49
O0033658,S0064796,U052123,control,tier_2,post,2026-02-21 13:50:48,4,177.44,0,35.0,44.93,27.19
O0033659,S0129471,U036908,treatment,metro,post,2026-02-21 13:51:04,5,561.45,1,0.0,28.08,125.71
O0033660,S0050444,U054455,control,metro,post,2026-02-21 13:51:04,6,1051.79,1,0.0,42.86,212.03
O0033661,S0097283,U080347,control,tier_2,post,2026-02-21 13:51:54,7,1206.13,1,0.0,46.06,230.4
O0033662,S0152043,U002030,treatment,metro,post,2026-02-21 13:52:13,4,459.43,0,35.0,38.44,80.64
O0033663,S0043871,U013408,treatment,metro,post,2026-02-21 13:52:43,4,445.15,0,35.0,37.57,91.79
O0033664,S0038232,U048996,control,tier_2,post,2026-02-21 13:52:47,5,262.12,0,35.0,38.17,50.7
O0033665,S0034987,U070344,control,tier_2,post,2026-02-21 13:52:51,4,324.34,0,35.0,40.15,67.1
O0033666,S0088920,U019564,treatment,metro,post,2026-02-21 13:53:18,5,611.49,1,0.0,42.37,119.91
O0033667,S0146129,U095591,treatment,tier_2,post,2026-02-21 13:53:30,4,288.52,0,35.0,47.59,42.96
