session_id,user_id,group,session_ts,city_tier,device,is_new_user,cart_items,cart_subtotal_inr,order_placed
S0072954,U037463,control,2026-02-18 10:31:35,tier_2,Android,0,3,200.69,0
S0015146,U073077,control,2026-02-18 10:31:36,metro,android,1,4,397.59,0
S0026222,U029230,control,2026-02-18 10:31:58,metro,android,1,1,133.98,0
S0002109,U071827,control,2026-02-18 10:32:05,metro,Android,1,4,441.43,0
S0075240,U007564,control,2026-02-18 10:32:07,tier_3,web,0,6,196.75,0
S0085861,U049648,treatment,2026-02-18 10:32:08,metro,android,0,8,635.47,0
S0080587,U034051,treatment,2026-02-18 10:32:08,tier_2,web,0,4,503.45,1
S0009629,U007869,control,2026-02-18 10:32:09,tier_3,Android,0,8,1677.56,0
S0151818,U158055,control,2026-02-18 10:32:16,tier_2,android,0,3,115.95,0
S0159562,U010390,control,2026-02-18 10:32:16,tier_3,Android,0,3,454.14,1
S0046321,U078943,control,2026-02-18 10:32:26,tier_2,Android,0,7,374.47,0
S0086327,U077829,treatment,2026-02-18 10:32:28,tier_3,android,0,5,480.06,0
S0010069,U056085,control,2026-02-18 10:32:28,metro,android,0,5,551.02,0
S0123799,U017852,treatment,2026-02-18 10:32:42,tier_2,android,0,3,238.35,0
S0026620,U136724,treatment,2026-02-18 10:32:43,tier_2,web,0,4,531.82,0
S0138581,U096266,treatment,2026-02-18 10:32:56,metro,ios,0,8,1714.7,0
S0044321,U071000,control,2026-02-18 10:32:58,tier_3,web,0,6,420.73,0
S0155358,U153763,treatment,2026-02-18 10:33:04,metro,android,0,2,219.14,0
S0148813,U109663,treatment,2026-02-18 10:33:13,metro,ios,1,5,365.14,1
S0109963,U060677,treatment,2026-02-18 10:33:16,tier_2,web,0,5,425.68,0
S0060882,U013670,treatment,2026-02-18 10:33:25,tier_2,android,0,4,297.99,1
S0131950,U074556,control,2026-02-18 10:33:26,metro,web,0,2,193.33,0
S0079552,U039638,control,2026-02-18 10:33:44,metro,ios,0,3,365.96,0
S0073442,U117458,treatment,2026-02-18 10:33:52,tier_3,android,1,6,225.2,0
S0091391,U057765,treatment,2026-02-18 10:33:59,metro,android,1,4,443.55,0
S0076957,U132886,control,2026-02-18 10:34:05,metro,web,0,4,675.56,0
S0026156,U138219,control,2026-02-18 10:34:31,tier_2,web,0,4,528.42,1
S0043656,U031112,control,2026-02-18 10:34:44,tier_2,android,0,2,336.54,0
S0038397,U013372,treatment,2026-02-18 10:34:54,tier_2,ios,1,4,221.83,0
S0019026,U144394,control,2026-02-18 10:34:58,tier_2,android,0,3,148.11,0
S0092576,U011597,treatment,2026-02-18 10:35:05,tier_2,ios,0,4,414.05,0
S0091591,U090820,treatment,2026-02-18 10:35:10,metro,web,1,3,281.49,0
S0063368,U052317,control,2026-02-18 10:35:12,tier_2,android,1,3,272.41,1
S0077057,U117460,treatment,2026-02-18 10:35:15,tier_2,android,0,2,167.78,0
S0056856,U141300,control,2026-02-18 10:35:18,tier_3,android,0,2,103.37,1
S0054418,U123269,treatment,2026-02-18 10:35:40,tier_3,ios,0,3,211.59,1
S0133629,U087872,control,2026-02-18 10:35:54,metro,web,1,7,600.05,1
S0110844,U142894,treatment,2026-02-18 10:35:58,tier_2,android,1,3,343.98,0
S0107297,U025208,control,2026-02-18 10:36:03,metro,web,0,6,417.85,0
S0035825,U050075,treatment,2026-02-18 10:36:10,tier_2,Android,0,13,995.71,1
S0046272,U008961,control,2026-02-18 10:36:15,metro,android,0,6,701.91,1
S0129152,U047630,treatment,2026-02-18 10:36:19,tier_2,web,0,3,274.12,0
S0144055,U074114,treatment,2026-02-18 10:36:29,tier_3,android,1,4,426.63,0
S0024311,U093581,control,2026-02-18 10:36:34,tier_2,Android,1,7,712.84,1
S0045435,U086661,treatment,2026-02-18 10:36:39,metro,android,0,3,272.6,1
S0002298,U043464,control,2026-02-18 10:36:42,metro,ios,1,4,288.28,0
S0081938,U047735,control,2026-02-18 10:36:56,metro,android,0,5,403.0,1
S0039613,U095768,control,2026-02-18 10:36:58,tier_2,web,0,3,230.68,1
S0056147,U043325,treatment,2026-02-18 10:36:58,metro,android,1,5,412.7,0
S0048294,U142284,treatment,2026-02-18 10:37:06,metro,Android,1,3,332.21,0
S0045570,U098931,treatment,2026-02-18 10:37:10,tier_2,web,1,3,374.12,1
S0038271,U017186,control,2026-02-18 10:37:13,tier_2,ios,1,3,146.19,0
S0123108,U017748,control,2026-02-18 10:38:02,metro,android,0,5,644.12,1
S0037957,U003951,control,2026-02-18 10:38:06,tier_3,android,1,6,441.54,1
S0122818,U031577,control,2026-02-18 10:38:46,tier_2,web,0,4,331.12,0
S0120294,U026331,treatment,2026-02-18 10:39:03,metro,android,0,6,750.86,0
S0120294,U026331,treatment,2026-02-18 10:39:03,metro,android,0,6,750.86,0
S0088077,U045937,treatment,2026-02-18 10:39:28,metro,ios,1,6,725.17,1
S0054935,U108068,control,2026-02-18 10:39:32,tier_2,ios,0,3,277.77,1
S0050834,U039955,treatment,2026-02-18 10:39:36,metro,android,1,4,373.44,0
S0136892,U014668,treatment,2026-02-18 10:39:55,tier_2,Android,0,7,711.65,0
S0087322,U052981,control,2026-02-18 10:40:11,tier_2,web,0,4,390.92,1
S0091432,U039388,control,2026-02-18 10:40:12,tier_3,web,0,4,458.66,0
S0129806,U149571,control,2026-02-18 10:40:24,tier_3,Android,0,2,178.55,1
S0043036,U000553,treatment,2026-02-18 10:40:29,tier_2,android,0,1,119.35,0
S0156197,U038438,treatment,2026-02-18 10:40:31,tier_2,android,0,2,185.05,0
S0098574,U105878,treatment,2026-02-18 10:41:05,metro,android,0,7,426.52,0
S0034041,U078174,treatment,2026-02-18 10:41:07,metro,ios,0,4,548.17,0
S0063434,U050488,treatment,2026-02-18 10:41:14,tier_3,android,0,7,331.48,0
S0085234,U123957,treatment,2026-02-18 10:41:16,tier_2,ios,0,4,322.35,0
S0109769,U088634,treatment,2026-02-18 10:41:22,metro,android,0,2,245.42,0
S0031162,U039029,treatment,2026-02-18 10:41:29,metro,web,0,4,245.42,0
S0002751,U011484,control,2026-02-18 10:41:30,metro,Android,0,4,412.31,0
S0022061,U004274,control,2026-02-18 10:41:54,metro,ios,1,4,508.21,1
S0027698,U105824,treatment,2026-02-18 10:41:55,metro,web,0,5,583.18,1
S0142899,U137668,treatment,2026-02-18 10:41:59,tier_2,ios,0,2,194.62,0
S0131497,U091211,treatment,2026-02-18 10:42:01,tier_2,Android,0,6,727.61,0
S0004353,U153913,treatment,2026-02-18 10:42:06,tier_2,android,0,5,384.82,1
S0034328,U050167,control,2026-02-18 10:42:13,metro,android,0,3,384.28,0
S0075131,U035551,treatment,2026-02-18 10:42:20,tier_3,ios,1,7,474.92,0
S0013526,U072564,control,2026-02-18 10:42:28,metro,android,1,4,447.12,0
S0048365,U121657,control,2026-02-18 10:42:54,tier_3,Android,1,7,486.3,0
S0122636,U135676,treatment,2026-02-18 10:43:02,metro,Android,0,3,316.88,0
S0133380,U100712,treatment,2026-02-18 10:43:19,tier_3,web,1,6,547.75,0
S0117218,U010447,control,2026-02-18 10:43:34,tier_2,ios,1,3,236.64,1
S0096128,U134985,treatment,2026-02-18 10:43:35,metro,Android,0,6,1020.32,0
S0083695,U158938,treatment,2026-02-18 10:43:59,tier_3,ios,0,3,219.2,0
S0049117,U069712,control,2026-02-18 10:44:02,tier_2,web,0,3,246.25,0
S0149969,U008837,treatment,2026-02-18 10:44:12,metro,web,0,3,449.68,0
S0057106,U087223,treatment,2026-02-18 10:44:43,metro,Android,0,2,336.86,0
S0065383,U070724,treatment,2026-02-18 10:44:51,tier_2,Android,0,8,655.84,1
S0081497,U039288,control,2026-02-18 10:45:05,metro,android,0,2,178.82,1
S0069552,U130782,treatment,2026-02-18 10:45:08,tier_2,ios,0,4,399.02,0
S0122918,U086261,treatment,2026-02-18 10:46:02,tier_3,web,0,4,185.89,0
S0018057,U040723,treatment,2026-02-18 10:46:03,metro,android,0,9,577.35,1
S0010816,U109298,control,2026-02-18 10:46:19,metro,Android,1,5,241.73,0
S0011609,U072322,treatment,2026-02-18 10:46:35,metro,android,0,4,487.68,0
S0005610,U139361,treatment,2026-02-18 10:47:01,tier_2,Android,0,2,174.56,0
S0003039,U043572,control,2026-02-18 10:47:25,metro,android,1,2,312.2,0
S0045752,U146093,treatment,2026-02-18 10:47:39,metro,android,0,6,723.04,0
S0045752,U146093,treatment,2026-02-18 10:47:39,metro,android,0,6,723.04,0
S0081660,U100664,treatment,2026-02-18 10:47:48,tier_2,web,0,5,417.74,0
S0043843,U003216,treatment,2026-02-18 10:47:50,tier_2,web,0,4,236.21,0
S0045970,U157092,control,2026-02-18 10:48:02,tier_2,android,0,4,831.92,0
S0071119,U149690,control,2026-02-18 10:48:06,metro,ios,0,2,200.64,0
S0086705,U019139,treatment,2026-02-18 10:48:13,tier_3,Android,1,3,233.89,1
S0045492,U043647,treatment,2026-02-18 10:48:21,tier_3,Android,1,5,396.05,0
S0033047,U139164,control,2026-02-18 10:48:28,metro,ios,0,6,948.68,0
S0084861,U079876,treatment,2026-02-18 10:48:35,tier_2,android,0,4,618.53,0
S0134313,U036330,treatment,2026-02-18 10:48:49,tier_2,android,0,3,129.22,0
S0105294,U035710,treatment,2026-02-18 10:48:50,metro,android,0,2,304.89,1
S0062428,U062052,treatment,2026-02-18 10:49:10,tier_3,ios,0,2,233.66,0
S0145264,U107728,control,2026-02-18 10:49:15,tier_2,ios,0,3,381.06,0
S0142098,U075953,treatment,2026-02-18 10:49:24,metro,android,1,7,545.17,0
S0102189,U049334,control,2026-02-18 10:49:26,tier_2,android,0,5,332.48,0
S0061298,U086140,control,2026-02-18 10:49:51,tier_3,ios,0,6,414.11,1
S0108985,U114986,control,2026-02-18 10:49:59,tier_2,android,0,4,412.9,0
S0011698,U049939,control,2026-02-18 10:50:08,tier_2,ios,0,3,207.07,1
S0081425,U016003,control,2026-02-18 10:50:12,tier_2,Android,0,3,332.53,0
S0013778,U053645,treatment,2026-02-18 10:50:33,tier_3,android,1,7,675.08,0
S0079844,U118459,control,2026-02-18 10:50:41,metro,Android,1,3,380.97,0
S0057982,U076078,treatment,2026-02-18 10:50:47,metro,android,0,3,262.61,0
S0072095,U035150,control,2026-02-18 10:51:02,tier_2,android,1,5,476.81,1
S0067120,U123558,treatment,2026-02-18 10:51:15,tier_2,Android,1,2,238.73,0
S0088200,U151899,treatment,2026-02-18 10:51:18,tier_2,Android,0,4,534.57,0
S0154735,U146004,treatment,2026-02-18 10:51:40,tier_2,ios,0,4,267.48,0
S0022262,U012066,treatment,2026-02-18 10:51:48,tier_3,ios,0,6,435.34,0
S0128853,U157933,control,2026-02-18 10:51:55,tier_3,ios,1,4,397.19,0
S0049237,U105188,control,2026-02-18 10:52:06,metro,android,0,5,474.82,1
S0131047,U072444,treatment,2026-02-18 10:52:17,tier_2,web,1,4,327.52,1
S0040381,U140528,control,2026-02-18 10:52:23,tier_2,web,0,3,287.16,0
S0059825,U030935,treatment,2026-02-18 10:52:42,metro,ios,1,5,376.33,1
S0043292,U086941,treatment,2026-02-18 10:52:48,tier_2,android,1,2,179.2,0
S0093864,U151766,control,2026-02-18 10:52:52,metro,ios,0,5,491.96,1
S0119119,U083177,control,2026-02-18 10:53:11,tier_3,ios,1,5,263.46,0
S0140262,U006082,control,2026-02-18 10:54:27,tier_2,Android,0,5,648.27,0
S0090715,U147003,control,2026-02-18 10:54:29,tier_2,android,1,6,722.41,0
S0066858,U010851,treatment,2026-02-18 10:54:45,tier_2,android,0,7,446.08,1
S0042690,U062220,control,2026-02-18 10:54:45,tier_2,android,1,8,801.47,0
S0045539,U039202,control,2026-02-18 10:55:01,tier_3,android,1,4,263.71,0
S0068593,U037222,treatment,2026-02-18 10:55:15,tier_3,Android,0,3,205.0,0
S0050847,U087727,treatment,2026-02-18 10:55:16,metro,ios,1,7,597.72,1
S0088737,U072587,treatment,2026-02-18 10:55:16,metro,android,0,1,137.36,0
S0078850,U098002,control,2026-02-18 10:55:26,metro,android,0,2,239.71,1
S0024957,U015113,treatment,2026-02-18 10:55:44,metro,ios,0,2,253.99,0
S0110067,U106174,control,2026-02-18 10:55:45,tier_3,web,1,3,218.46,0
S0101228,U148610,control,2026-02-18 10:56:42,metro,android,0,6,496.68,1
S0144578,U129393,treatment,2026-02-18 10:56:56,tier_2,web,1,5,497.45,0
S0111942,U065876,treatment,2026-02-18 10:57:01,tier_3,ios,0,2,170.44,0
S0133266,U026992,control,2026-02-18 10:57:03,tier_2,ios,1,5,498.04,0
S0107476,U083277,control,2026-02-18 10:57:05,metro,Android,0,4,413.74,0
S0012108,U042562,control,2026-02-18 10:57:23,metro,Android,0,2,224.65,1
S0031577,U068495,control,2026-02-18 10:57:48,tier_2,android,0,4,313.1,0
S0025100,U089252,treatment,2026-02-18 10:58:10,tier_3,android,0,3,290.05,1
S0010495,U062529,control,2026-02-18 10:58:16,tier_3,android,0,4,261.11,0
S0030592,U014580,control,2026-02-18 10:58:20,metro,android,0,4,309.76,0
S0096042,U144277,treatment,2026-02-18 10:58:30,tier_3,android,0,3,275.52,0
S0152986,U109309,control,2026-02-18 10:58:37,tier_3,ios,0,4,414.73,1
S0097704,U109533,control,2026-02-18 10:59:00,tier_2,Android,0,2,175.71,0
S0073203,U115040,treatment,2026-02-18 10:59:18,tier_3,android,0,4,370.48,0
S0137585,U089747,treatment,2026-02-18 10:59:25,metro,android,0,3,474.55,0
S0121505,U101122,control,2026-02-18 10:59:42,tier_3,Android,1,6,384.59,0
S0069222,U141537,treatment,2026-02-18 10:59:54,tier_2,android,0,4,349.24,0
S0105794,U150588,treatment,2026-02-18 11:00:00,tier_2,web,0,5,438.83,0
S0143483,U007142,treatment,2026-02-18 11:00:01,metro,android,1,3,270.33,0
S0069666,U017150,treatment,2026-02-18 11:00:01,tier_2,Android,0,5,310.72,1
S0107884,U101698,treatment,2026-02-18 11:00:03,tier_3,Android,0,4,261.61,1
S0155875,U032736,control,2026-02-18 11:00:10,tier_3,ios,1,3,252.88,0
S0132105,U061591,treatment,2026-02-18 11:00:14,metro,ios,0,6,1488.8,1
S0019691,U062772,treatment,2026-02-18 11:01:07,tier_2,android,0,4,159.58,0
S0134297,U098277,control,2026-02-18 11:01:14,metro,Android,1,4,276.25,1
S0061751,U092215,treatment,2026-02-18 11:01:21,metro,web,0,2,175.76,0
S0147717,U132479,treatment,2026-02-18 11:01:26,metro,android,1,4,371.49,0
S0118348,U096138,treatment,2026-02-18 11:01:43,metro,android,1,4,428.17,0
S0036037,U143838,treatment,2026-02-18 11:01:48,metro,Android,0,4,462.04,0
S0111349,U085370,treatment,2026-02-18 11:01:50,tier_3,web,0,2,186.6,0
S0063972,U092759,treatment,2026-02-18 11:02:01,tier_3,android,0,2,124.12,0
S0105589,U157681,treatment,2026-02-18 11:02:12,tier_2,ios,0,4,302.69,1
S0122363,U105225,treatment,2026-02-18 11:02:25,tier_2,ios,0,2,96.6,1
S0032988,U018201,treatment,2026-02-18 11:02:30,tier_2,ios,1,8,504.33,0
S0109981,U135107,treatment,2026-02-18 11:02:45,tier_3,android,0,4,341.67,0
S0095209,U049817,treatment,2026-02-18 11:02:50,tier_3,Android,0,8,558.04,0
S0009145,U155955,control,2026-02-18 11:02:58,metro,android,1,4,771.55,0
S0075357,U051760,treatment,2026-02-18 11:03:10,tier_3,Android,1,5,234.14,0
S0058076,U117441,control,2026-02-18 11:03:19,metro,ios,0,4,535.59,0
S0067551,U150643,treatment,2026-02-18 11:03:21,tier_2,Android,1,4,380.94,0
S0031067,U142445,control,2026-02-18 11:03:28,tier_3,android,0,5,337.15,0
S0038559,U003243,control,2026-02-18 11:03:36,metro,ios,1,6,1404.78,1
S0010642,U073357,treatment,2026-02-18 11:03:47,tier_3,Android,1,2,173.16,0
S0141252,U136380,treatment,2026-02-18 11:03:50,metro,android,0,4,362.17,1
S0017915,U024388,control,2026-02-18 11:04:04,tier_2,web,1,3,232.89,1
S0129522,U022884,control,2026-02-18 11:04:05,tier_2,ios,0,6,319.73,1
S0146005,U018559,treatment,2026-02-18 11:04:08,tier_2,Android,0,1,128.16,0
S0155871,U014396,control,2026-02-18 11:04:11,metro,android,1,2,260.0,1
S0107228,U002491,treatment,2026-02-18 11:04:28,metro,ios,0,4,478.39,1
S0053430,U093227,treatment,2026-02-18 11:05:05,tier_2,web,0,1,60.99,0
S0142659,U039809,treatment,2026-02-18 11:05:28,tier_3,android,0,6,417.97,1
S0153584,U159227,treatment,2026-02-18 11:05:46,tier_3,ios,0,3,227.4,0
S0146425,U069473,treatment,2026-02-18 11:06:10,metro,android,0,4,540.82,0
S0134826,U124921,control,2026-02-18 11:06:36,tier_3,web,0,7,417.23,0
S0096094,U071807,control,2026-02-18 11:06:51,metro,ios,0,6,590.43,0
S0151310,U113994,treatment,2026-02-18 11:06:52,metro,ios,0,8,1709.71,1
S0046071,U151732,treatment,2026-02-18 11:06:52,metro,ios,0,6,486.58,0
S0094848,U044306,control,2026-02-18 11:07:13,tier_3,android,0,2,129.46,0
S0137263,U013730,treatment,2026-02-18 11:07:25,metro,android,0,1,121.44,0
S0041016,U092076,control,2026-02-18 11:07:28,tier_2,Android,0,5,581.46,1
S0075100,U070667,control,2026-02-18 11:07:37,metro,ios,0,6,539.73,0
S0040926,U090314,treatment,2026-02-18 11:07:43,tier_2,Android,0,5,414.35,0
S0026581,U081829,treatment,2026-02-18 11:07:46,tier_3,ios,0,4,585.93,1
S0153712,U007656,control,2026-02-18 11:07:47,metro,android,0,8,903.34,0
S0039719,U074624,treatment,2026-02-18 11:08:00,metro,android,0,7,579.38,1
S0041282,U046265,control,2026-02-18 11:08:31,tier_3,web,0,6,493.4,0
S0010530,U016830,control,2026-02-18 11:08:49,tier_2,web,0,7,640.54,0
S0147631,U119999,treatment,2026-02-18 11:08:58,tier_2,android,0,2,194.48,0
S0023170,U013627,control,2026-02-18 11:09:21,tier_2,android,1,7,522.67,0
S0062497,U025611,control,2026-02-18 11:09:24,tier_3,ios,0,5,636.03,0
S0043921,U052673,treatment,2026-02-18 11:09:31,tier_2,Android,0,5,357.29,0
S0141403,U082584,treatment,2026-02-18 11:09:55,tier_3,Android,0,5,425.87,0
S0077078,U131200,control,2026-02-18 11:10:01,metro,android,0,2,150.03,1
S0147271,U104312,treatment,2026-02-18 11:10:17,metro,ios,1,1,80.1,0
S0054198,U154854,control,2026-02-18 11:10:21,metro,ios,1,6,514.3,0
S0128465,U115422,control,2026-02-18 11:10:22,metro,ios,1,3,474.76,1
S0065339,U079906,treatment,2026-02-18 11:10:25,metro,web,0,5,475.28,0
S0020748,U131522,treatment,2026-02-18 11:10:37,metro,android,0,3,535.12,0
S0049721,U012406,treatment,2026-02-18 11:10:40,metro,android,0,5,490.02,0
S0006957,U072468,treatment,2026-02-18 11:10:49,metro,ios,0,3,321.29,0
S0045604,U080810,control,2026-02-18 11:10:56,metro,android,0,5,347.47,0
S0001823,U121437,treatment,2026-02-18 11:11:25,tier_2,ios,0,2,139.36,0
S0111230,U073682,control,2026-02-18 11:11:30,tier_2,Android,0,4,377.85,0
S0094486,U028583,treatment,2026-02-18 11:11:36,tier_3,android,1,2,229.9,0
S0109820,U102715,treatment,2026-02-18 11:11:43,tier_2,web,1,4,345.1,0
S0100625,U129430,treatment,2026-02-18 11:11:54,tier_2,ios,1,5,795.14,0
S0095798,U100147,control,2026-02-18 11:12:04,tier_2,Android,0,8,904.73,0
S0087053,U151994,treatment,2026-02-18 11:12:06,metro,android,0,9,978.49,1
S0024443,U072135,control,2026-02-18 11:12:11,metro,android,1,2,149.7,1
S0128328,U055980,treatment,2026-02-18 11:12:39,tier_3,web,0,3,156.79,0
S0132643,U138436,treatment,2026-02-18 11:12:45,tier_2,Android,1,4,341.15,0
S0034698,U056683,control,2026-02-18 11:12:45,tier_3,Android,1,2,101.86,0
S0069089,U106384,treatment,2026-02-18 11:12:48,tier_2,ios,0,2,216.77,0
S0035066,U060808,control,2026-02-18 11:13:01,tier_2,android,0,4,585.55,0
S0019115,U082749,control,2026-02-18 11:13:06,metro,android,0,10,703.43,1
S0139163,U005833,control,2026-02-18 11:13:28,tier_2,web,0,7,967.18,1
S0011866,U002516,control,2026-02-18 11:13:35,tier_2,android,0,6,514.61,1
S0029416,U044411,treatment,2026-02-18 11:13:55,tier_2,android,0,4,285.03,0
S0140143,U054178,treatment,2026-02-18 11:14:21,tier_2,Android,1,3,568.77,0
S0133576,U142540,treatment,2026-02-18 11:14:44,tier_3,ios,1,4,303.03,0
S0141337,U094652,control,2026-02-18 11:14:55,metro,android,1,3,303.02,1
S0017258,U126938,control,2026-02-18 11:15:03,metro,ios,1,6,783.49,0
S0017258,U126938,control,2026-02-18 11:15:03,metro,ios,1,6,783.49,0
S0075186,U119178,control,2026-02-18 11:15:10,tier_3,web,0,4,344.64,0
S0002447,U020862,control,2026-02-18 11:15:14,metro,ios,0,5,460.17,0
S0005537,U047006,treatment,2026-02-18 11:15:28,metro,android,1,7,853.3,1
S0124035,U032487,treatment,2026-02-18 11:15:36,tier_2,android,0,4,446.23,1
S0137143,U059674,treatment,2026-02-18 11:15:45,metro,Android,0,4,374.29,0
S0038137,U021816,control,2026-02-18 11:15:45,tier_3,web,0,7,347.64,0
S0028891,U057941,control,2026-02-18 11:16:37,tier_2,Android,1,1,40.67,0
S0048078,U074776,treatment,2026-02-18 11:16:40,metro,android,1,4,275.54,0
S0040290,U085636,control,2026-02-18 11:16:52,metro,android,0,7,762.21,1
S0093079,U090264,treatment,2026-02-18 11:16:57,metro,Android,1,3,437.82,0
S0152200,U082606,control,2026-02-18 11:17:06,tier_2,android,1,10,548.84,0
S0078464,U127601,control,2026-02-18 11:17:13,tier_3,android,0,2,241.06,1
S0054972,U099885,treatment,2026-02-18 11:17:15,metro,android,0,3,298.24,0
S0038125,U108742,control,2026-02-18 11:17:45,metro,android,1,6,408.54,0
S0041333,U043558,treatment,2026-02-18 11:17:45,metro,android,1,2,229.26,0
S0065575,U145928,treatment,2026-02-18 11:17:49,tier_2,android,0,6,718.27,1
S0036835,U092977,control,2026-02-18 11:18:30,tier_3,android,1,6,527.44,0
S0055639,U047092,control,2026-02-18 11:18:30,metro,web,0,4,583.22,0
S0100756,U057617,treatment,2026-02-18 11:18:34,metro,android,1,2,211.86,0
S0156369,U123405,treatment,2026-02-18 11:18:55,metro,android,0,2,208.26,0
S0125880,U098820,treatment,2026-02-18 11:18:56,tier_2,android,0,5,629.64,0
S0078383,U064363,control,2026-02-18 11:19:06,metro,android,0,6,466.2,1
S0000705,U133160,control,2026-02-18 11:19:19,metro,ios,0,3,230.96,0
S0056777,U159927,treatment,2026-02-18 11:19:35,metro,ios,0,6,756.35,0
S0117245,U037859,control,2026-02-18 11:19:44,tier_3,web,1,7,396.91,1
S0039277,U017774,treatment,2026-02-18 11:19:45,tier_2,Android,0,2,205.96,0
S0038190,U101099,control,2026-02-18 11:19:46,tier_3,android,1,8,1142.88,1
S0006190,U066212,control,2026-02-18 11:19:49,tier_2,ios,0,2,134.45,0
S0063271,U081623,treatment,2026-02-18 11:20:02,tier_3,web,0,3,242.77,0
S0087462,U063668,control,2026-02-18 11:20:04,tier_2,Android,1,4,297.85,1
S0148153,U147180,treatment,2026-02-18 11:20:23,metro,ios,1,6,614.85,0
S0154390,U109410,treatment,2026-02-18 11:20:31,tier_3,ios,1,5,371.45,0
S0067144,U122574,treatment,2026-02-18 11:20:35,metro,android,0,7,703.11,0
S0006512,U144142,treatment,2026-02-18 11:20:35,metro,android,0,2,233.76,1
S0020955,U040554,treatment,2026-02-18 11:20:37,metro,android,0,4,401.09,0
S0007510,U022946,control,2026-02-18 11:20:46,tier_2,Android,0,6,605.89,0
S0080915,U043849,control,2026-02-18 11:21:01,metro,android,0,11,1385.14,0
S0041274,U126049,control,2026-02-18 11:21:08,tier_3,android,0,6,375.61,1
S0099133,U105831,control,2026-02-18 11:21:39,tier_3,Android,0,2,114.68,0
S0007718,U061958,control,2026-02-18 11:21:48,tier_3,android,0,3,179.65,0
S0092074,U082512,treatment,2026-02-18 11:21:58,tier_3,web,1,5,371.61,0
S0134364,U140207,control,2026-02-18 11:22:06,tier_3,android,0,4,268.46,1
S0107987,U008770,treatment,2026-02-18 11:22:31,tier_2,android,0,4,362.41,1
S0011483,U088712,treatment,2026-02-18 11:22:45,metro,android,0,2,290.81,1
S0010984,U109438,control,2026-02-18 11:23:11,metro,ios,1,4,315.77,1
S0058103,U013233,control,2026-02-18 11:23:18,tier_2,android,0,5,443.12,1
S0106084,U159201,control,2026-02-18 11:23:26,metro,android,1,5,710.32,0
S0084911,U004707,control,2026-02-18 11:23:31,tier_2,android,1,4,991.3,0
S0094162,U039192,control,2026-02-18 11:23:52,metro,android,1,3,191.97,0
S0013621,U014941,control,2026-02-18 11:24:04,tier_2,ios,0,6,602.83,0
S0109970,U045185,control,2026-02-18 11:24:30,tier_2,android,0,3,460.78,1
S0008925,U070746,treatment,2026-02-18 11:24:39,tier_2,Android,0,4,441.21,1
S0157244,U040986,treatment,2026-02-18 11:24:46,tier_3,android,1,6,548.29,0
S0056698,U081404,control,2026-02-18 11:24:47,metro,Android,0,5,930.91,0
S0119759,U133958,treatment,2026-02-18 11:24:57,tier_3,Android,0,5,317.34,0
S0041349,U075527,treatment,2026-02-18 11:25:04,metro,android,0,3,330.56,0
S0073027,U153737,control,2026-02-18 11:25:10,tier_2,android,1,5,508.73,1
S0086469,U056876,treatment,2026-02-18 11:25:37,tier_3,android,1,5,401.98,0
S0037224,U059769,control,2026-02-18 11:25:38,tier_2,ios,0,3,336.3,0
S0085570,U131005,treatment,2026-02-18 11:25:52,metro,android,0,7,803.97,1
S0051688,U159751,control,2026-02-18 11:26:20,tier_3,ios,0,5,316.08,1
S0110489,U129129,control,2026-02-18 11:26:25,tier_3,android,1,4,236.26,0
S0058795,U093339,treatment,2026-02-18 11:26:29,metro,android,0,2,260.5,0
S0006480,U126368,control,2026-02-18 11:26:50,metro,web,1,6,477.27,0
S0148030,U045196,control,2026-02-18 11:26:52,tier_2,Android,0,3,376.18,1
S0057518,U010460,control,2026-02-18 11:26:55,tier_3,ios,0,4,341.43,0
S0102477,U013301,control,2026-02-18 11:26:57,metro,android,1,8,880.43,0
S0156191,U136598,treatment,2026-02-18 11:27:00,tier_3,Android,0,10,396.74,0
S0142907,U082064,treatment,2026-02-18 11:27:13,tier_2,Android,0,3,227.51,0
S0069192,U102908,control,2026-02-18 11:27:13,tier_2,android,0,4,368.74,1
S0014894,U149208,treatment,2026-02-18 11:27:55,tier_3,android,0,3,81.55,0
S0016329,U007989,treatment,2026-02-18 11:28:00,metro,android,1,4,427.65,1
S0008502,U082804,treatment,2026-02-18 11:28:06,tier_3,android,0,3,179.7,0
S0113951,U082711,treatment,2026-02-18 11:28:37,metro,android,0,3,280.93,0
S0064890,U069373,control,2026-02-18 11:28:43,metro,android,1,2,199.3,0
S0053786,U106889,treatment,2026-02-18 11:29:02,metro,android,0,4,296.25,0
S0041318,U139443,treatment,2026-02-18 11:29:04,metro,web,0,5,647.84,0
S0016702,U095238,treatment,2026-02-18 11:29:13,metro,android,0,4,418.79,0
S0026026,U005411,control,2026-02-18 11:29:17,tier_2,android,1,1,44.61,0
S0083915,U096096,control,2026-02-18 11:29:32,tier_2,ios,0,8,897.8,1
S0127862,U141541,control,2026-02-18 11:29:33,metro,ios,1,3,138.2,0
S0006917,U071768,treatment,2026-02-18 11:29:42,metro,android,1,3,172.64,0
S0122506,U144667,control,2026-02-18 11:29:43,tier_2,android,0,8,516.9,0
S0124421,U074568,control,2026-02-18 11:29:50,metro,android,0,5,2012.31,0
S0077207,U030121,control,2026-02-18 11:30:22,tier_2,android,0,8,850.64,0
